image_id,fold_id,fold_role
2286,3,train
2286,4,val
2287,0,val
2287,1,train
2287,2,train
2287,3,train
2287,4,train
2288,0,train
2288,1,train
2288,2,val
2288,3,train
2288,4,train
2289,0,train
2289,1,train
2289,2,train
2289,3,train
2289,4,val
228,0,train
228,1,train
228,2,train
228,3,train
228,4,val
2290,0,train
2290,1,val
2290,2,train
2290,3,train
2290,4,train
2291,0,train
2291,1,train
2291,2,train
2291,3,train
2291,4,val
2292,0,train
2292,1,train
2292,2,val
2292,3,train
2292,4,train
2293,0,train
2293,1,train
2293,2,val
2293,3,train
2293,4,train
2294,0,train
2294,1,train
2294,2,val
2294,3,train
2294,4,train
2295,0,train
2295,1,train
2295,2,train
2295,3,train
2295,4,val
2296,0,train
2296,1,train
2296,2,train
2296,3,train
2296,4,val
2297,0,train
2297,1,val
2297,2,train
2297,3,train
2297,4,train
2298,0,train
2298,1,train
2298,2,val
2298,3,train
2298,4,train
2299,0,val
2299,1,train
2299,2,train
2299,3,train
2299,4,train
229,0,train
229,1,train
229,2,train
229,3,train
229,4,val
22,0,val
22,1,train
22,2,train
22,3,train
22,4,train
2300,0,train
2300,1,train
2300,2,train
2300,3,train
2300,4,val
2301,0,val
2301,1,train
2301,2,train
2301,3,train
2301,4,train
2302,0,train
2302,1,train
2302,2,train
2302,3,val
2302,4,train
2303,0,train
2303,1,train
2303,2,train
2303,3,train
2303,4,val
2304,0,val
2304,1,train
2304,2,train
2304,3,train
2304,4,train
2305,0,train
2305,1,train
2305,2,train
2305,3,train
2305,4,val
2306,0,val
2306,1,train
2306,2,train
2306,3,train
2306,4,train
2307,0,train
2307,1,val
2307,2,train
2307,3,train
2307,4,train
2308,0,train
2308,1,train
2308,2,train
2308,3,train
2308,4,val
2309,0,train
2309,1,val
2309,2,train
2309,3,train
2309,4,train
230,0,train
230,1,val
230,2,train
230,3,train
230,4,train
2310,0,val
2310,1,train
2310,2,train
2310,3,train
2310,4,train
2311,0,train
2311,1,val
2311,2,train
2311,3,train
2311,4,train
2312,0,train
2312,1,train
2312,2,val
2312,3,train
2312,4,train
2313,0,train
2313,1,train
2313,2,train
2313,3,val
2313,4,train
2314,0,train
2314,1,val
2314,2,train
2314,3,train
2314,4,train
2315,0,val
2315,1,train
2315,2,train
2315,3,train
2315,4,train
2316,0,train
2316,1,val
2316,2,train
2316,3,train
2316,4,train
2317,0,train
2317,1,train
2317,2,train
2317,3,train
2317,4,val
2318,0,train
2318,1,train
2318,2,train
2318,3,train
2318,4,val
2319,0,val
2319,1,train
2319,2,train
2319,3,train
2319,4,train
231,0,train
231,1,val
231,2,train
231,3,train
231,4,train
2320,0,train
2320,1,train
2320,2,train
2320,3,val
2320,4,train
2321,0,train
2321,1,train
2321,2,train
2321,3,train
2321,4,val
2322,0,train
2322,1,train
2322,2,val
2322,3,train
2322,4,train
2323,0,train
2323,1,train
2323,2,train
2323,3,val
2323,4,train
2324,0,val
2324,1,train
2324,2,train
2324,3,train
2324,4,train
2325,0,train
2325,1,train
2325,2,train
2325,3,train
2325,4,val
2326,0,train
2326,1,train
2326,2,train
2326,3,train
2326,4,val
2327,0,train
2327,1,train
2327,2,val
2327,3,train
2327,4,train
2328,0,train
2328,1,train
2328,2,val
2328,3,train
2328,4,train
2329,0,train
2329,1,train
2329,2,val
2329,3,train
2329,4,train
232,0,train
232,1,train
232,2,train
232,3,val
232,4,train
2330,0,val
2330,1,train
2330,2,train
2330,3,train
2330,4,train
2331,0,train
2331,1,train
2331,2,train
2331,3,train
2331,4,val
2332,0,train
2332,1,train
2332,2,train
2332,3,train
2332,4,val
2333,0,train
2333,1,val
2333,2,train
2333,3,train
2333,4,train
2334,0,train
2334,1,val
2334,2,train
2334,3,train
2334,4,train
2335,0,train
2335,1,train
2335,2,train
2335,3,train
2335,4,val
2336,0,train
2336,1,train
2336,2,val
2336,3,train
2336,4,train
2337,0,train
2337,1,train
2337,2,train
2337,3,val
2337,4,train
2338,0,train
2338,1,train
2338,2,train
2338,3,val
2338,4,train
2339,0,val
2339,1,train
2339,2,train
2339,3,train
2339,4,train
233,0,train
233,1,val
233,2,train
233,3,train
233,4,train
2340,0,train
2340,1,train
2340,2,train
2340,3,train
2340,4,val
2341,0,train
2341,1,train
2341,2,train
2341,3,train
2341,4,val
2342,0,train
2342,1,val
2342,2,train
2342,3,train
2342,4,train
2343,0,val
2343,1,train
2343,2,train
2343,3,train
2343,4,train
2344,0,val
2344,1,train
2344,2,train
2344,3,train
2344,4,train
2345,0,train
2345,1,val
2345,2,train
2345,3,train
2345,4,train
2346,0,val
2346,1,train
2346,2,train
2346,3,train
2346,4,train
2347,0,train
2347,1,train
2347,2,val
2347,3,train
2347,4,train
2348,0,train
2348,1,train
2348,2,train
2348,3,val
2348,4,train
2349,0,train
2349,1,train
2349,2,val
2349,3,train
2349,4,train
234,0,train
234,1,train
234,2,val
234,3,train
234,4,train
2350,0,train
2350,1,train
2350,2,val
2350,3,train
2350,4,train
2351,0,train
2351,1,train
2351,2,train
2351,3,train
2351,4,val
2352,0,train
2352,1,train
2352,2,val
2352,3,train
2352,4,train
2353,0,train
2353,1,train
2353,2,val
2353,3,train
2353,4,train
2354,0,train
2354,1,val
2354,2,train
2354,3,train
2354,4,train
2355,0,train
2355,1,train
2355,2,train
2355,3,train
2355,4,val
2356,0,val
2356,1,train
2356,2,train
2356,3,train
2356,4,train
2357,0,train
2357,1,train
2357,2,train
2357,3,val
2357,4,train
2358,0,train
2358,1,train
2358,2,train
2358,3,train
2358,4,val
2359,0,train
2359,1,val
2359,2,train
2359,3,train
2359,4,train
235,0,train
235,1,train
235,2,train
235,3,val
235,4,train
2360,0,train
2360,1,val
2360,2,train
2360,3,train
2360,4,train
2361,0,train
2361,1,train
2361,2,val
2361,3,train
2361,4,train
2362,0,val
2362,1,train
2362,2,train
2362,3,train
2362,4,train
2363,0,train
2363,1,train
2363,2,train
2363,3,val
2363,4,train
2364,0,val
2364,1,train
2364,2,train
2364,3,train
2364,4,train
2365,0,train
2365,1,train
2365,2,train
2365,3,val
2365,4,train
2366,0,train
2366,1,train
2366,2,train
2366,3,val
2366,4,train
2367,0,train
2367,1,train
2367,2,val
2367,3,train
2367,4,train
2368,0,train
2368,1,train
2368,2,train
2368,3,train
2368,4,val
2369,0,train
2369,1,train
2369,2,val
2369,3,train
2369,4,train
236,0,train
236,1,train
236,2,val
236,3,train
236,4,train
2370,0,train
2370,1,val
2370,2,train
2370,3,train
2370,4,train
2371,0,train
2371,1,train
2371,2,train
2371,3,val
2371,4,train
2372,0,train
2372,1,train
2372,2,val
2372,3,train
2372,4,train
2373,0,train
2373,1,val
2373,2,train
2373,3,train
2373,4,train
2374,0,val
2374,1,train
2374,2,train
2374,3,train
2374,4,train
2375,0,train
2375,1,train
2375,2,train
2375,3,train
2375,4,val
2376,0,train
2376,1,train
2376,2,train
2376,3,train
2376,4,val
2377,0,val
2377,1,train
2377,2,train
2377,3,train
2377,4,train
2378,0,train
2378,1,train
2378,2,val
2378,3,train
2378,4,train
2379,0,train
2379,1,val
2379,2,train
2379,3,train
2379,4,train
237,0,train
237,1,train
237,2,train
237,3,train
237,4,val
2380,0,train
2380,1,train
2380,2,train
2380,3,train
2380,4,val
2381,0,train
2381,1,train
2381,2,val
2381,3,train
2381,4,train
2382,0,train
2382,1,train
2382,2,train
2382,3,train
2382,4,val
2383,0,val
2383,1,train
2383,2,train
2383,3,train
2383,4,train
2384,0,train
2384,1,train
2384,2,train
2384,3,val
2384,4,train
2385,0,train
2385,1,train
2385,2,train
2385,3,val
2385,4,train
2386,0,train
2386,1,train
2386,2,train
2386,3,val
2386,4,train
2387,0,train
2387,1,val
2387,2,train
2387,3,train
2387,4,train
2388,0,train
2388,1,val
2388,2,train
2388,3,train
2388,4,train
2389,0,val
2389,1,train
2389,2,train
2389,3,train
2389,4,train
238,0,train
238,1,val
238,2,train
238,3,train
238,4,train
2390,0,train
2390,1,train
2390,2,train
2390,3,train
2390,4,val
2391,0,train
2391,1,train
2391,2,val
2391,3,train
2391,4,train
2392,0,train
2392,1,train
2392,2,train
2392,3,train
2392,4,val
2393,0,val
2393,1,train
2393,2,train
2393,3,train
2393,4,train
2394,0,val
2394,1,train
2394,2,train
2394,3,train
2394,4,train
2395,0,train
2395,1,train
2395,2,train
2395,3,val
2395,4,train
2396,0,train
2396,1,train
2396,2,train
2396,3,train
2396,4,val
2397,0,train
2397,1,train
2397,2,train
2397,3,train
2397,4,val
2398,0,train
2398,1,train
2398,2,train
2398,3,val
2398,4,train
2399,0,val
2399,1,train
2399,2,train
2399,3,train
2399,4,train
239,0,train
239,1,val
239,2,train
239,3,train
239,4,train
23,0,val
23,1,train
23,2,train
23,3,train
23,4,train
2400,0,train
2400,1,val
2400,2,train
2400,3,train
2400,4,train
2401,0,train
2401,1,train
2401,2,train
2401,3,train
2401,4,val
2402,0,train
2402,1,val
2402,2,train
2402,3,train
2402,4,train
2403,0,val
2403,1,train
2403,2,train
2403,3,train
2403,4,train
2404,0,train
2404,1,train
2404,2,train
2404,3,train
2404,4,val
2405,0,val
2405,1,train
2405,2,train
2405,3,train
2405,4,train
2406,0,train
2406,1,train
2406,2,train
2406,3,train
2406,4,val
2407,0,train
2407,1,train
2407,2,train
2407,3,train
2407,4,val
2408,0,val
2408,1,train
2408,2,train
2408,3,train
2408,4,train
2409,0,train
2409,1,train
2409,2,train
2409,3,val
2409,4,train
240,0,train
240,1,train
240,2,train
240,3,train
240,4,val
2410,0,val
2410,1,train
2410,2,train
2410,3,train
2410,4,train
2411,0,train
2411,1,train
2411,2,val
2411,3,train
2411,4,train
2412,0,train
2412,1,train
2412,2,train
2412,3,val
2412,4,train
2413,0,val
2413,1,train
2413,2,train
2413,3,train
2413,4,train
2414,0,train
2414,1,val
2414,2,train
2414,3,train
2414,4,train
2415,0,train
2415,1,train
2415,2,val
2415,3,train
2415,4,train
2416,0,train
2416,1,train
2416,2,val
2416,3,train
2416,4,train
2417,0,train
2417,1,train
2417,2,train
2417,3,val
2417,4,train
2418,0,train
2418,1,train
2418,2,train
2418,3,train
2418,4,val
2419,0,train
2419,1,train
2419,2,val
2419,3,train
2419,4,train
241,0,train
241,1,val
241,2,train
241,3,train
241,4,train
2420,0,train
2420,1,val
2420,2,train
2420,3,train
2420,4,train
2421,0,train
2421,1,train
2421,2,val
2421,3,train
2421,4,train
2422,0,train
2422,1,val
2422,2,train
2422,3,train
2422,4,train
2423,0,train
2423,1,val
2423,2,train
2423,3,train
2423,4,train
2424,0,train
2424,1,val
2424,2,train
2424,3,train
2424,4,train
2425,0,train
2425,1,train
2425,2,train
2425,3,train
2425,4,val
2426,0,train
2426,1,train
2426,2,train
2426,3,train
2426,4,val
2427,0,train
2427,1,train
2427,2,val
2427,3,train
2427,4,train
2428,0,train
2428,1,train
2428,2,train
2428,3,val
2428,4,train
2429,0,train
2429,1,train
2429,2,val
2429,3,train
2429,4,train
242,0,val
242,1,train
242,2,train
242,3,train
242,4,train
2430,0,train
2430,1,train
2430,2,val
2430,3,train
2430,4,train
2431,0,train
2431,1,train
2431,2,train
2431,3,val
2431,4,train
2432,0,train
2432,1,train
2432,2,train
2432,3,val
2432,4,train
2433,0,train
2433,1,val
2433,2,train
2433,3,train
2433,4,train
2434,0,val
2434,1,train
2434,2,train
2434,3,train
2434,4,train
2435,0,train
2435,1,train
2435,2,train
2435,3,val
2435,4,train
2436,0,val
2436,1,train
2436,2,train
2436,3,train
2436,4,train
2437,0,train
2437,1,train
2437,2,val
2437,3,train
2437,4,train
2438,0,train
2438,1,val
2438,2,train
2438,3,train
2438,4,train
2439,0,val
2439,1,train
2439,2,train
2439,3,train
2439,4,train
243,0,train
243,1,train
243,2,train
243,3,train
243,4,val
2440,0,train
2440,1,val
2440,2,train
2440,3,train
2440,4,train
2441,0,train
2441,1,train
2441,2,train
2441,3,train
2441,4,val
2442,0,train
2442,1,train
2442,2,val
2442,3,train
2442,4,train
2443,0,train
2443,1,train
2443,2,val
2443,3,train
2443,4,train
2444,0,val
2444,1,train
2444,2,train
2444,3,train
2444,4,train
2445,0,train
2445,1,train
2445,2,train
2445,3,val
2445,4,train
2446,0,val
2446,1,train
2446,2,train
2446,3,train
2446,4,train
2447,0,val
2447,1,train
2447,2,train
2447,3,train
2447,4,train
2448,0,val
2448,1,train
2448,2,train
2448,3,train
2448,4,train
2449,0,train
2449,1,train
2449,2,val
2449,3,train
2449,4,train
244,0,train
244,1,train
244,2,train
244,3,val
244,4,train
2450,0,train
2450,1,train
2450,2,train
2450,3,train
2450,4,val
2451,0,train
2451,1,train
2451,2,train
2451,3,val
2451,4,train
2452,0,train
2452,1,train
2452,2,train
2452,3,val
2452,4,train
2453,0,train
2453,1,train
2453,2,train
2453,3,val
2453,4,train
2454,0,val
2454,1,train
2454,2,train
2454,3,train
2454,4,train
2455,0,train
2455,1,val
2455,2,train
2455,3,train
2455,4,train
2456,0,train
2456,1,train
2456,2,train
2456,3,train
2456,4,val
2457,0,train
2457,1,train
2457,2,train
2457,3,train
2457,4,val
2458,0,val
2458,1,train
2458,2,train
2458,3,train
2458,4,train
2459,0,train
2459,1,val
2459,2,train
2459,3,train
2459,4,train
245,0,train
245,1,val
245,2,train
245,3,train
245,4,train
2460,0,train
2460,1,val
2460,2,train
2460,3,train
2460,4,train
2461,0,train
2461,1,train
2461,2,train
2461,3,train
2461,4,val
2462,0,train
2462,1,train
2462,2,train
2462,3,val
2462,4,train
2463,0,train
2463,1,train
2463,2,val
2463,3,train
2463,4,train
2464,0,train
2464,1,train
2464,2,val
2464,3,train
2464,4,train
2465,0,train
2465,1,val
2465,2,train
2465,3,train
2465,4,train
2466,0,val
2466,1,train
2466,2,train
2466,3,train
2466,4,train
2467,0,train
2467,1,train
2467,2,val
2467,3,train
2467,4,train
2468,0,train
2468,1,train
2468,2,train
2468,3,train
2468,4,val
2469,0,val
2469,1,train
2469,2,train
2469,3,train
2469,4,train
246,0,train
246,1,val
246,2,train
246,3,train
246,4,train
2470,0,train
2470,1,train
2470,2,train
2470,3,train
2470,4,val
2471,0,train
2471,1,val
2471,2,train
2471,3,train
2471,4,train
2472,0,train
2472,1,train
2472,2,train
2472,3,train
2472,4,val
2473,0,train
2473,1,train
2473,2,val
2473,3,train
2473,4,train
2474,0,train
2474,1,train
2474,2,train
2474,3,val
2474,4,train
2475,0,train
2475,1,train
2475,2,val
2475,3,train
2475,4,train
2476,0,train
2476,1,train
2476,2,val
2476,3,train
2476,4,train
2477,0,train
2477,1,train
2477,2,train
2477,3,train
2477,4,val
2478,0,train
2478,1,train
2478,2,train
2478,3,train
2478,4,val
2479,0,train
2479,1,val
2479,2,train
2479,3,train
2479,4,train
247,0,train
247,1,val
247,2,train
247,3,train
247,4,train
2480,0,train
2480,1,val
2480,2,train
2480,3,train
2480,4,train
2481,0,train
2481,1,train
2481,2,train
2481,3,val
2481,4,train
2482,0,train
2482,1,train
2482,2,val
2482,3,train
2482,4,train
2483,0,val
2483,1,train
2483,2,train
2483,3,train
2483,4,train
2484,0,train
2484,1,train
2484,2,train
2484,3,val
2484,4,train
2485,0,train
2485,1,train
2485,2,val
2485,3,train
2485,4,train
2486,0,train
2486,1,val
2486,2,train
2486,3,train
2486,4,train
2487,0,train
2487,1,train
2487,2,train
2487,3,val
2487,4,train
2488,0,train
2488,1,train
2488,2,train
2488,3,val
2488,4,train
2489,0,val
2489,1,train
2489,2,train
2489,3,train
2489,4,train
248,0,val
248,1,train
248,2,train
248,3,train
248,4,train
2490,0,train
2490,1,train
2490,2,val
2490,3,train
2490,4,train
2491,0,val
2491,1,train
2491,2,train
2491,3,train
2491,4,train
2492,0,val
2492,1,train
2492,2,train
2492,3,train
2492,4,train
2493,0,train
2493,1,train
2493,2,train
2493,3,val
2493,4,train
2494,0,train
2494,1,train
2494,2,train
2494,3,val
2494,4,train
2495,0,val
2495,1,train
2495,2,train
2495,3,train
2495,4,train
2496,0,train
2496,1,val
2496,2,train
2496,3,train
2496,4,train
2497,0,train
2497,1,train
2497,2,train
2497,3,train
2497,4,val
2498,0,train
2498,1,train
2498,2,val
2498,3,train
2498,4,train
2499,0,train
2499,1,train
2499,2,train
2499,3,train
2499,4,val
249,0,val
249,1,train
249,2,train
249,3,train
249,4,train
24,0,train
24,1,train
24,2,train
24,3,val
24,4,train
2500,0,train
2500,1,train
2500,2,train
2500,3,val
2500,4,train
2501,0,train
2501,1,train
2501,2,train
2501,3,val
2501,4,train
2502,0,train
2502,1,train
2502,2,train
2502,3,train
2502,4,val
2503,0,train
2503,1,val
2503,2,train
2503,3,train
2503,4,train
2504,0,train
2504,1,train
2504,2,train
2504,3,train
2504,4,val
2505,0,train
2505,1,val
2505,2,train
2505,3,train
2505,4,train
2506,0,train
2506,1,val
2506,2,train
2506,3,train
2506,4,train
2507,0,train
2507,1,train
2507,2,val
2507,3,train
2507,4,train
2508,0,train
2508,1,val
2508,2,train
2508,3,train
2508,4,train
2509,0,val
2509,1,train
2509,2,train
2509,3,train
2509,4,train
250,0,train
250,1,train
250,2,train
250,3,train
250,4,val
2510,0,train
2510,1,train
2510,2,train
2510,3,val
2510,4,train
2511,0,train
2511,1,val
2511,2,train
2511,3,train
2511,4,train
2512,0,val
2512,1,train
2512,2,train
2512,3,train
2512,4,train
2513,0,train
2513,1,train
2513,2,val
2513,3,train
2513,4,train
2514,0,train
2514,1,train
2514,2,train
2514,3,val
2514,4,train
2515,0,train
2515,1,train
2515,2,val
2515,3,train
2515,4,train
2516,0,train
2516,1,train
2516,2,train
2516,3,train
2516,4,val
2517,0,val
2517,1,train
2517,2,train
2517,3,train
2517,4,train
2518,0,train
2518,1,train
2518,2,train
2518,3,train
2518,4,val
2519,0,train
2519,1,train
2519,2,val
2519,3,train
2519,4,train
251,0,train
251,1,train
251,2,val
251,3,train
251,4,train
2520,0,val
2520,1,train
2520,2,train
2520,3,train
2520,4,train
2521,0,train
2521,1,val
2521,2,train
2521,3,train
2521,4,train
2522,0,train
2522,1,train
2522,2,train
2522,3,val
2522,4,train
2523,0,train
2523,1,train
2523,2,train
2523,3,val
2523,4,train
2524,0,val
2524,1,train
2524,2,train
2524,3,train
2524,4,train
2525,0,train
2525,1,train
2525,2,train
2525,3,val
2525,4,train
2526,0,train
2526,1,train
2526,2,val
2526,3,train
2526,4,train
2527,0,train
2527,1,val
2527,2,train
2527,3,train
2527,4,train
2528,0,val
2528,1,train
2528,2,train
2528,3,train
2528,4,train
2529,0,val
2529,1,train
2529,2,train
2529,3,train
2529,4,train
252,0,train
252,1,val
252,2,train
252,3,train
252,4,train
2530,0,train
2530,1,val
2530,2,train
2530,3,train
2530,4,train
2531,0,train
2531,1,val
2531,2,train
2531,3,train
2531,4,train
2532,0,val
2532,1,train
2532,2,train
2532,3,train
2532,4,train
2533,0,train
2533,1,train
2533,2,val
2533,3,train
2533,4,train
2534,0,train
2534,1,train
2534,2,val
2534,3,train
2534,4,train
2535,0,train
2535,1,train
2535,2,train
2535,3,val
2535,4,train
2536,0,train
2536,1,val
2536,2,train
2536,3,train
2536,4,train
2537,0,train
2537,1,train
2537,2,val
2537,3,train
2537,4,train
2538,0,val
2538,1,train
2538,2,train
2538,3,train
2538,4,train
2539,0,val
2539,1,train
2539,2,train
2539,3,train
2539,4,train
253,0,train
253,1,train
253,2,train
253,3,train
253,4,val
2540,0,train
2540,1,train
2540,2,val
2540,3,train
2540,4,train
2541,0,val
2541,1,train
2541,2,train
2541,3,train
2541,4,train
2542,0,train
2542,1,train
2542,2,train
2542,3,train
2542,4,val
2543,0,train
2543,1,train
2543,2,train
2543,3,train
2543,4,val
2544,0,val
2544,1,train
2544,2,train
2544,3,train
2544,4,train
2545,0,train
2545,1,train
2545,2,train
2545,3,val
2545,4,train
2546,0,val
2546,1,train
2546,2,train
2546,3,train
2546,4,train
2547,0,train
2547,1,train
2547,2,train
2547,3,val
2547,4,train
2548,0,train
2548,1,train
2548,2,train
2548,3,train
2548,4,val
2549,0,train
2549,1,val
2549,2,train
2549,3,train
2549,4,train
254,0,val
254,1,train
254,2,train
254,3,train
254,4,train
2550,0,train
2550,1,val
2550,2,train
2550,3,train
2550,4,train
2551,0,train
2551,1,train
2551,2,val
2551,3,train
2551,4,train
2552,0,train
2552,1,train
2552,2,train
2552,3,train
2552,4,val
2553,0,train
2553,1,val
2553,2,train
2553,3,train
2553,4,train
2554,0,train
2554,1,val
2554,2,train
2554,3,train
2554,4,train
2555,0,val
2555,1,train
2555,2,train
2555,3,train
2555,4,train
2556,0,train
2556,1,train
2556,2,val
2556,3,train
2556,4,train
2557,0,val
2557,1,train
2557,2,train
2557,3,train
2557,4,train
2558,0,train
2558,1,train
2558,2,val
2558,3,train
2558,4,train
2559,0,train
2559,1,train
2559,2,train
2559,3,val
2559,4,train
255,0,train
255,1,val
255,2,train
255,3,train
255,4,train
2560,0,train
2560,1,train
2560,2,val
2560,3,train
2560,4,train
2561,0,train
2561,1,train
2561,2,train
2561,3,val
2561,4,train
2562,0,train
2562,1,train
2562,2,train
2562,3,train
2562,4,val
2563,0,train
2563,1,train
2563,2,val
2563,3,train
2563,4,train
2564,0,train
2564,1,train
2564,2,train
2564,3,val
2564,4,train
2565,0,train
2565,1,val
2565,2,train
2565,3,train
2565,4,train
2566,0,train
2566,1,train
2566,2,train
2566,3,val
2566,4,train
2567,0,val
2567,1,train
2567,2,train
2567,3,train
2567,4,train
2568,0,train
2568,1,train
2568,2,val
2568,3,train
2568,4,train
2569,0,train
2569,1,train
2569,2,train
2569,3,val
2569,4,train
256,0,train
256,1,train
256,2,val
256,3,train
256,4,train
2570,0,train
2570,1,train
2570,2,train
2570,3,train
2570,4,val
2571,0,train
2571,1,train
2571,2,train
2571,3,val
2571,4,train
2572,0,train
2572,1,train
2572,2,train
2572,3,val
2572,4,train
2573,0,val
2573,1,train
2573,2,train
2573,3,train
2573,4,train
2574,0,train
2574,1,train
2574,2,train
2574,3,train
2574,4,val
2575,0,train
2575,1,val
2575,2,train
2575,3,train
2575,4,train
2576,0,train
2576,1,val
2576,2,train
2576,3,train
2576,4,train
2577,0,train
2577,1,train
2577,2,val
2577,3,train
2577,4,train
2578,0,train
2578,1,train
2578,2,train
2578,3,train
2578,4,val
2579,0,train
2579,1,train
2579,2,val
2579,3,train
2579,4,train
257,0,val
257,1,train
257,2,train
257,3,train
257,4,train
2580,0,train
2580,1,val
2580,2,train
2580,3,train
2580,4,train
2581,0,train
2581,1,val
2581,2,train
2581,3,train
2581,4,train
2582,0,train
2582,1,train
2582,2,train
2582,3,val
2582,4,train
2583,0,val
2583,1,train
2583,2,train
2583,3,train
2583,4,train
2584,0,train
2584,1,train
2584,2,train
2584,3,val
2584,4,train
2585,0,train
2585,1,val
2585,2,train
2585,3,train
2585,4,train
2586,0,train
2586,1,val
2586,2,train
2586,3,train
2586,4,train
2587,0,train
2587,1,train
2587,2,val
2587,3,train
2587,4,train
2588,0,train
2588,1,val
2588,2,train
2588,3,train
2588,4,train
2589,0,train
2589,1,val
2589,2,train
2589,3,train
2589,4,train
258,0,train
258,1,val
258,2,train
258,3,train
258,4,train
2590,0,train
2590,1,val
2590,2,train
2590,3,train
2590,4,train
2591,0,train
2591,1,train
2591,2,val
2591,3,train
2591,4,train
2592,0,val
2592,1,train
2592,2,train
2592,3,train
2592,4,train
2593,0,val
2593,1,train
2593,2,train
2593,3,train
2593,4,train
2594,0,train
2594,1,train
2594,2,val
2594,3,train
2594,4,train
2595,0,train
2595,1,train
2595,2,train
2595,3,val
2595,4,train
2596,0,train
2596,1,train
2596,2,train
2596,3,train
2596,4,val
2597,0,train
2597,1,train
2597,2,train
2597,3,val
2597,4,train
2598,0,train
2598,1,train
2598,2,train
2598,3,val
2598,4,train
2599,0,train
2599,1,val
2599,2,train
2599,3,train
2599,4,train
259,0,train
259,1,train
259,2,val
259,3,train
259,4,train
25,0,val
25,1,train
25,2,train
25,3,train
25,4,train
2600,0,train
2600,1,val
2600,2,train
2600,3,train
2600,4,train
2601,0,train
2601,1,train
2601,2,train
2601,3,val
2601,4,train
2602,0,train
2602,1,train
2602,2,val
2602,3,train
2602,4,train
2603,0,train
2603,1,train
2603,2,train
2603,3,val
2603,4,train
2604,0,train
2604,1,train
2604,2,val
2604,3,train
2604,4,train
2605,0,train
2605,1,train
2605,2,train
2605,3,val
2605,4,train
2606,0,val
2606,1,train
2606,2,train
2606,3,train
2606,4,train
2607,0,train
2607,1,train
2607,2,train
2607,3,val
2607,4,train
2608,0,train
2608,1,val
2608,2,train
2608,3,train
2608,4,train
2609,0,train
2609,1,train
2609,2,train
2609,3,val
2609,4,train
260,0,train
260,1,train
260,2,train
260,3,val
260,4,train
2610,0,train
2610,1,train
2610,2,val
2610,3,train
2610,4,train
2611,0,train
2611,1,train
2611,2,train
2611,3,val
2611,4,train
2612,0,train
2612,1,train
2612,2,train
2612,3,val
2612,4,train
2613,0,val
2613,1,train
2613,2,train
2613,3,train
2613,4,train
2614,0,train
2614,1,train
2614,2,train
2614,3,train
2614,4,val
2615,0,train
2615,1,train
2615,2,val
2615,3,train
2615,4,train
2616,0,train
2616,1,train
2616,2,train
2616,3,train
2616,4,val
2617,0,train
2617,1,train
2617,2,val
2617,3,train
2617,4,train
2618,0,train
2618,1,train
2618,2,val
2618,3,train
2618,4,train
2619,0,val
2619,1,train
2619,2,train
2619,3,train
2619,4,train
261,0,val
261,1,train
261,2,train
261,3,train
261,4,train
2620,0,train
2620,1,train
2620,2,val
2620,3,train
2620,4,train
2621,0,train
2621,1,train
2621,2,val
2621,3,train
2621,4,train
2622,0,train
2622,1,train
2622,2,train
2622,3,train
2622,4,val
2623,0,val
2623,1,train
2623,2,train
2623,3,train
2623,4,train
2624,0,train
2624,1,train
2624,2,train
2624,3,val
2624,4,train
2625,0,val
2625,1,train
2625,2,train
2625,3,train
2625,4,train
2626,0,train
2626,1,train
2626,2,train
2626,3,val
2626,4,train
2627,0,train
2627,1,val
2627,2,train
2627,3,train
2627,4,train
2628,0,train
2628,1,train
2628,2,train
2628,3,train
2628,4,val
2629,0,train
2629,1,train
2629,2,val
2629,3,train
2629,4,train
262,0,val
262,1,train
262,2,train
262,3,train
262,4,train
2630,0,train
2630,1,val
2630,2,train
2630,3,train
2630,4,train
2631,0,train
2631,1,val
2631,2,train
2631,3,train
2631,4,train
2632,0,val
2632,1,train
2632,2,train
2632,3,train
2632,4,train
2633,0,train
2633,1,train
2633,2,train
2633,3,val
2633,4,train
2634,0,train
2634,1,train
2634,2,train
2634,3,val
2634,4,train
2635,0,train
2635,1,val
2635,2,train
2635,3,train
2635,4,train
2636,0,train
2636,1,train
2636,2,train
2636,3,train
2636,4,val
2637,0,train
2637,1,train
2637,2,val
2637,3,train
2637,4,train
2638,0,train
2638,1,train
2638,2,train
2638,3,val
2638,4,train
2639,0,train
2639,1,train
2639,2,val
2639,3,train
2639,4,train
263,0,train
263,1,train
263,2,train
263,3,val
263,4,train
2640,0,train
2640,1,val
2640,2,train
2640,3,train
2640,4,train
2641,0,val
2641,1,train
2641,2,train
2641,3,train
2641,4,train
2642,0,train
2642,1,val
2642,2,train
2642,3,train
2642,4,train
2643,0,train
2643,1,train
2643,2,val
2643,3,train
2643,4,train
2644,0,train
2644,1,train
2644,2,val
2644,3,train
2644,4,train
2645,0,train
2645,1,train
2645,2,train
2645,3,val
2645,4,train
2646,0,train
2646,1,train
2646,2,train
2646,3,train
2646,4,val
2647,0,train
2647,1,train
2647,2,val
2647,3,train
2647,4,train
2648,0,val
2648,1,train
2648,2,train
2648,3,train
2648,4,train
2649,0,val
2649,1,train
2649,2,train
2649,3,train
2649,4,train
264,0,train
264,1,val
264,2,train
264,3,train
264,4,train
2650,0,train
2650,1,train
2650,2,train
2650,3,val
2650,4,train
